CAS Number,Chemical Name,SMILES,Species Scientific Name,Species Common Name,Species Sub Phylum,Effect,Organism Lifestage,Exposure Duration Mean (Days),Conc 1 Mean (Standardized),Conc 1 Mean Op (Standardized),Conc 1 Units (Standardized)
86-73-7,9H-Fluorene,c1ccc2c(c1)Cc1ccccc1-2,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,100.0,>,AI mg/L
86-73-7,9H-Fluorene,c1ccc2c(c1)Cc1ccccc1-2,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,NR,2.0,>,AI mg/L
86-73-7,9H-Fluorene,c1ccc2c(c1)Cc1ccccc1-2,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,NR,2.0,>,AI mg/L
86-73-7,9H-Fluorene,c1ccc2c(c1)Cc1ccccc1-2,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,NR,2.0,>,AI mg/L
86-73-7,9H-Fluorene,c1ccc2c(c1)Cc1ccccc1-2,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,NR,2.0,>,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Melanotaenia fluviatilis,Crimson-Spotted Rainbowfish,Vertebrata,Mortality,Larva,NR,1.174,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Tilapia zillii,Tilapia,Vertebrata,Mortality,Not reported,NR,5.9,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Terapon jarbua,Tigerfish,Vertebrata,Mortality,Not reported,NR,20.0,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Etroplus suratensis,Pearl Spot,Vertebrata,Mortality,Not reported,NR,23.0,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Terapon jarbua,Tigerfish,Vertebrata,Mortality,Not reported,NR,18.0,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Terapon jarbua,Tigerfish,Vertebrata,Mortality,Not reported,NR,22.5,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Terapon jarbua,Tigerfish,Vertebrata,Mortality,Not reported,NR,15.5,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Oncorhynchus gorbuscha,Pink Salmon,Vertebrata,Mortality,Fry,NR,1.84,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Oncorhynchus gorbuscha,Pink Salmon,Vertebrata,Mortality,Fry,NR,1.56,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Oncorhynchus gorbuscha,Pink Salmon,Vertebrata,Mortality,Fry,NR,1.38,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Oncorhynchus gorbuscha,Pink Salmon,Vertebrata,Mortality,Fry,NR,1.01,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Oncorhynchus gorbuscha,Pink Salmon,Vertebrata,Mortality,Fry,NR,1.24,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Oncorhynchus gorbuscha,Pink Salmon,Vertebrata,Mortality,Fry,NR,1.37,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Oncorhynchus gorbuscha,Pink Salmon,Vertebrata,Mortality,Fry,NR,1.84,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Oreochromis mossambicus,Mozambique Tilapia,Vertebrata,Mortality,Not reported,NR,7.9,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Lampetra tridentata,Pacific Lamprey,Vertebrata,Mortality,Larva,NR,10.0,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Oncorhynchus gorbuscha,Pink Salmon,Vertebrata,Mortality,Juvenile,NR,1.2,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Oncorhynchus gorbuscha,Pink Salmon,Vertebrata,Mortality,Juvenile,NR,1.2,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Gambusia affinis,Western Mosquitofish,Vertebrata,Mortality,Adult,4,150.0,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Gambusia affinis,Western Mosquitofish,Vertebrata,Mortality,Adult,4,220.0,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Gambusia affinis,Western Mosquitofish,Vertebrata,Mortality,Adult,4,165.0,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,7.76,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Cyprinodon variegatus,Sheepshead Minnow,Vertebrata,Mortality,Not reported,NR,2.4,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,4.9,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,9.93,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,4,6.14,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Juvenile,NR,6.14,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,7.9,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,32.9802,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Juvenile,NR,1.99,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,31.0265,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,6.35,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,6.08,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,6.08,,AI mg/L
91-20-3,Naphthalene,c1ccc2ccccc2c1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not coded,4,3.2,,AI mg/L
